UF,Sexo,Idade,Cor,Anos de Estudo,Renda
29,0,30,4,9,900
29,1,37,4,12,789
29,1,53,8,6,520
29,1,37,8,10,788
29,0,52,8,10,2400
29,1,31,8,8,250
29,0,43,4,12,815
29,0,55,4,5,800
29,0,40,8,11,800
29,1,45,4,5,350
29,0,56,8,8,1067
29,1,45,8,5,50
29,1,31,4,12,788
29,1,43,8,9,788
29,0,50,8,12,2600
29,0,48,8,12,800
29,0,49,4,3,4000
29,1,26,8,16,850
29,0,33,8,12,900
29,1,34,2,14,1700
29,0,43,8,10,3000
29,1,52,8,12,400
29,0,20,4,10,850
29,1,41,8,12,200
29,1,27,4,12,788
29,0,45,2,9,1000
29,0,35,8,10,1200
29,1,46,8,12,500
29,0,52,8,5,550
29,0,20,4,12,500
29,1,54,4,12,200
29,1,34,4,16,1200
29,0,55,4,13,2364
29,1,55,4,12,800
29,1,71,8,17,788
29,0,45,2,6,600
29,0,36,8,6,600
29,0,47,8,12,1700
29,0,42,8,15,1150
29,0,32,4,9,900
29,1,31,4,7,400
29,0,76,8,2,300
29,0,48,4,5,450
29,0,26,4,12,1400
29,0,53,4,9,1050
29,0,43,8,12,1500
29,0,43,4,12,1500
29,1,51,4,12,100
29,1,44,4,16,560
29,0,53,4,7,950
29,0,33,2,12,800
29,1,59,8,12,900
29,1,36,8,12,900
29,1,35,4,12,650
29,0,40,4,12,5000
29,0,64,8,5,1500
29,1,55,4,12,788
29,0,40,8,12,910
29,0,44,8,12,1900
29,1,36,4,6,700
29,0,44,8,12,1200
29,1,64,4,6,100
29,0,45,4,16,500
29,1,63,8,6,500
29,0,52,4,6,400
29,0,55,8,12,1900
29,1,52,8,8,788
29,0,44,8,9,1500
29,0,51,8,12,3000
29,0,59,2,12,600
29,0,29,8,11,2500
29,1,42,4,3,1200
29,1,49,8,4,1182
29,0,39,2,6,1576
29,1,60,4,5,788
29,1,38,4,12,1200
29,1,47,8,7,200
29,0,48,8,12,2000
29,1,54,4,12,800
29,0,34,8,12,5800
29,0,47,8,14,3400
29,1,51,8,6,600
29,1,36,8,12,920
29,1,42,8,12,788
29,1,52,8,6,860
29,0,32,8,12,788
29,1,29,8,12,788
29,0,39,8,12,1850
29,0,43,4,12,1000
29,0,43,4,12,788
29,1,56,4,16,500
29,0,41,8,12,3000
29,0,35,4,12,1536
29,1,63,4,9,150
29,0,50,8,12,900
29,1,39,4,9,788
29,0,43,8,12,1480
29,1,32,4,12,993
29,1,52,8,12,700
29,1,32,4,16,788
29,0,57,4,5,4100
29,1,47,2,14,788
29,1,41,4,7,800
29,1,56,4,7,250
29,1,27,4,16,788
29,0,59,4,5,788
29,1,58,2,12,1400
29,0,38,8,16,2100
29,0,42,4,12,960
29,0,52,4,16,4100
29,1,30,2,14,980
29,1,59,8,16,3800
29,1,36,8,16,2100
29,0,46,2,16,6200
29,1,47,4,12,788
29,0,42,8,12,1290
29,1,42,2,12,860
29,0,42,4,8,788
29,1,41,4,12,788
29,0,37,4,12,950
29,0,57,4,12,788
29,0,33,8,12,910
29,0,23,8,12,788
29,1,51,8,14,1320
29,1,36,4,8,400
29,0,37,8,11,1390
29,1,31,8,16,910
29,1,27,4,12,788
29,1,56,8,12,800
29,0,31,4,12,1065
29,0,28,2,13,1080
29,1,31,8,12,788
29,1,52,4,12,840
29,0,52,8,12,910
29,0,58,8,12,1700
29,0,36,4,16,788
29,0,34,4,12,1100
29,1,53,2,16,890
29,1,56,8,12,670
29,1,56,2,12,950
29,0,27,8,12,930
29,0,36,8,12,970
29,1,36,8,12,788
29,1,32,8,16,890
29,0,38,2,12,5000
29,0,36,8,16,4500
29,1,45,8,14,788
29,1,41,4,12,862
29,0,46,8,13,4200
29,1,63,8,16,2800
29,1,38,2,12,970
29,1,66,4,12,788
29,1,37,8,12,935
29,0,55,8,12,2600
29,1,33,8,12,460
29,1,49,8,8,788
29,0,42,4,12,950
29,0,46,4,14,6000
29,0,27,8,16,1500
29,0,40,8,6,180
29,1,42,4,14,1200
29,0,25,2,5,450
29,0,33,4,12,1300
29,0,36,8,12,890
29,0,43,4,12,1900
29,1,42,4,16,1000
29,1,37,2,9,250
29,1,48,8,9,788
29,0,32,4,12,1700
29,0,60,4,9,788
29,0,22,4,9,788
29,1,42,4,12,788
29,1,54,4,12,385
29,1,28,8,12,788
29,0,58,8,12,1500
29,1,34,4,12,788
29,0,49,8,3,1500
29,1,34,8,12,400
29,0,36,8,12,950
29,0,59,4,3,1500
29,1,30,4,12,850
29,1,58,4,12,1950
29,0,64,2,12,2500
29,0,41,4,12,3500
29,1,34,4,16,4500
29,1,56,4,12,2100
29,0,32,2,16,5000
29,0,46,4,16,4500
29,0,59,8,12,4200
29,0,53,4,6,1400
29,0,37,2,12,1600
29,1,30,8,12,900
29,1,61,8,17,2000
29,1,28,4,9,918
29,0,52,8,12,120
29,0,31,8,12,450
29,1,23,8,12,140
29,0,27,8,12,1100
29,0,58,4,5,850
29,0,60,8,5,788
29,1,36,8,17,788
29,1,56,8,6,788
29,0,49,8,12,1500
29,1,36,8,6,788
29,1,33,4,12,500
29,1,37,2,11,900
29,0,31,4,12,788
29,0,41,4,12,910
29,1,53,4,11,1800
29,0,53,4,1,40
29,0,30,8,6,800
29,1,35,4,12,788
29,0,63,4,1,788
29,0,36,8,12,1900
29,0,54,8,12,3000
29,0,63,8,12,1500
29,1,26,8,12,788
29,0,53,4,12,1500
29,0,35,4,10,1200
29,0,43,8,3,2000
29,1,30,4,9,400
29,0,43,4,9,788
29,1,42,8,12,788
29,0,47,8,12,1800
29,0,23,4,6,900
29,1,47,4,12,1200
29,0,51,8,9,2400
29,0,28,8,12,1000
29,0,54,4,12,1480
29,1,49,8,9,380
29,0,48,8,12,5516
29,0,38,4,12,788
29,0,30,4,5,960
29,0,37,8,12,788
29,1,43,8,9,800
29,0,52,8,9,3200
29,1,30,4,13,1650
29,0,24,4,12,2300
29,0,40,4,12,1200
29,1,45,4,12,850
29,1,41,4,16,6500
29,0,34,4,11,788
29,0,44,2,10,850
29,0,33,4,12,300
29,1,52,8,12,1000
29,1,33,8,12,1100
29,1,39,8,15,2500
29,0,48,8,12,4100
29,1,59,8,12,2510
29,0,62,8,6,1460
29,0,63,2,7,500
29,1,51,8,10,600
29,0,37,4,12,1500
29,1,58,8,7,960
29,1,44,8,12,788
29,1,32,4,16,1370
29,0,57,8,9,1290
29,0,29,8,12,1070
29,1,65,4,12,788
29,1,47,8,12,1600
29,1,48,4,12,1400
29,1,41,4,16,1615
29,0,32,2,16,1025
29,0,57,8,7,1180
29,1,46,8,12,580
29,1,53,4,12,788
29,0,41,4,16,3200
29,0,35,4,12,980
29,1,31,4,12,788
29,1,44,4,12,50
29,0,48,2,10,800
29,1,52,8,5,500
29,0,39,4,12,1050
29,0,28,4,4,788
29,1,36,4,12,400
29,1,40,4,9,560
29,0,45,8,16,3500
29,1,46,4,12,950
29,0,47,4,13,788
29,1,48,4,12,1200
29,1,41,4,6,788
29,0,53,8,5,3000
29,0,65,4,5,1500
29,0,58,4,5,2000
29,1,36,8,17,788
29,0,34,4,12,1100
29,1,40,4,6,900
29,0,51,8,12,991
29,0,50,4,6,250
29,1,43,4,6,350
29,0,42,4,9,1000
29,0,55,4,12,788
29,0,50,8,12,1000
29,1,60,2,1,40
29,0,36,4,12,4000
29,1,61,4,9,788
29,1,47,4,10,500
29,0,35,4,12,900
29,1,37,4,12,788
29,1,36,2,12,900
29,1,35,4,8,1000
29,0,46,8,11,1900
29,1,29,8,12,1000
29,1,34,4,12,1200
29,0,31,8,12,1500
29,0,37,8,12,900
29,0,31,4,12,1120
29,0,49,8,16,3000
29,0,24,8,9,600
29,1,48,2,16,16000
29,0,39,4,16,788
29,1,45,8,12,1800
29,0,41,4,12,915
29,1,48,4,9,650
29,0,57,8,12,900
29,0,29,4,12,600
29,0,37,4,7,788
29,0,64,8,6,1100
29,1,32,8,10,800
29,1,41,4,7,788
29,0,49,4,12,2600
29,0,45,4,6,300
29,0,33,8,7,950
29,0,62,4,4,700
29,0,40,4,9,850
29,0,39,4,9,900
29,0,21,4,6,850
29,0,25,4,16,1576
29,0,46,2,13,2300
29,0,46,4,16,5000
29,0,54,2,16,2000
29,1,44,8,16,7000
29,1,44,2,12,3000
29,1,39,4,16,7000
29,0,35,2,16,3900
29,0,52,8,16,10000
29,1,37,8,16,3000
29,0,35,8,12,1500
29,0,55,8,12,2200
29,1,37,8,12,900
29,0,49,8,12,3500
29,0,28,8,16,3000
29,0,42,8,12,3000
29,1,33,4,16,3100
29,1,30,8,16,2500
29,1,39,4,12,1500
29,1,44,8,12,1800
29,0,34,4,12,2800
29,1,52,8,16,3500
29,1,39,4,16,2300
29,0,64,2,2,3300
29,0,41,4,10,824
29,0,38,2,12,1500
29,0,38,4,12,1200
29,1,55,4,12,800
29,0,48,8,6,1200
29,0,48,8,5,1400
29,0,43,2,9,1100
29,0,36,8,12,2100
29,0,44,8,12,2300
29,0,54,4,9,2800
29,0,40,4,12,1800
29,0,42,8,12,700
29,1,36,4,6,950
29,1,42,8,8,800
29,0,46,8,9,1200
29,0,50,8,4,350
29,0,57,4,9,980
29,0,40,4,7,700
29,1,57,4,2,788
29,1,34,4,12,1500
29,1,37,4,12,600
29,0,41,4,9,968
29,0,62,4,5,900
29,0,27,4,12,845
29,0,49,4,13,400
29,0,43,8,5,700
29,1,42,2,16,975
29,0,39,2,12,1700
29,0,40,4,12,1200
29,0,64,8,9,1000
29,0,48,4,16,6500
29,1,41,8,12,1500
29,0,36,8,12,1100
29,0,34,8,12,1800
29,0,54,8,16,3800
29,0,64,2,13,2500
29,0,62,8,1,1300
29,0,27,4,12,2500
29,0,30,8,9,900
29,1,63,8,1,810
29,0,38,8,12,788
29,0,45,4,5,800
29,0,45,8,6,1100
29,1,58,4,10,788
29,0,56,4,9,1000
29,0,47,4,12,1000
29,0,25,8,5,1200
29,0,40,4,9,2500
29,1,38,4,6,280
29,0,53,4,8,2000
29,0,28,4,6,1500
29,1,57,8,8,500
29,1,31,8,7,1182
29,1,50,8,13,1600
29,0,24,8,10,788
29,1,45,8,6,1000
29,0,40,2,7,600
29,0,41,8,12,2000
29,0,31,4,12,1200
29,0,45,4,1,1500
29,0,24,8,12,1300
29,0,39,8,12,1100
29,0,30,8,12,1500
29,0,51,8,5,788
29,0,41,2,6,1400
29,1,58,2,12,788
29,0,49,4,14,950
29,0,36,4,12,1800
29,0,41,8,10,1000
29,0,43,4,9,1500
29,0,63,4,12,1500
29,1,61,8,1,300
29,0,35,8,9,5000
29,0,34,8,4,788
29,0,39,8,5,2700
29,0,50,4,11,1000
29,0,49,2,16,2000
29,0,37,8,12,3200
29,0,34,2,12,1200
29,0,39,4,12,834
29,0,51,8,3,1500
29,1,59,8,7,788
29,1,47,8,8,180
29,0,50,4,4,400
29,0,31,4,14,2200
29,0,24,2,10,1100
29,1,63,4,6,1120
29,0,58,4,11,2800
29,0,59,8,16,3000
29,1,40,8,12,2000
29,0,30,4,16,2200
29,0,40,8,16,2500
29,1,29,4,14,3000
29,1,46,8,16,3000
29,0,41,4,15,3000
29,1,47,4,12,2000
29,0,30,4,16,3000
29,0,32,8,16,2600
29,0,39,4,12,1000
29,0,31,8,12,1023
29,1,37,4,12,500
29,1,46,4,12,400
29,0,50,8,6,1000
29,0,45,8,10,480
29,0,44,8,16,6000
29,0,53,2,16,7880
29,1,44,4,16,4000
29,1,19,8,12,1300
29,1,64,8,12,1200
29,0,53,8,16,600
29,1,52,8,12,1500
29,1,47,4,12,1200
29,0,44,4,16,3500
29,1,33,4,16,2300
29,0,54,4,10,1200
29,0,45,8,9,788
29,0,29,4,6,400
29,1,63,4,4,300
29,0,27,4,7,800
29,0,52,8,12,3000
29,0,31,4,3,1700
29,0,40,8,12,788
29,0,35,8,10,788
29,1,29,8,16,1500
29,0,37,4,15,1600
29,1,69,4,12,2000
29,0,35,8,12,5240
29,0,43,8,9,1350
29,0,39,8,16,3800
29,1,42,8,12,2500
29,0,29,4,12,1100
29,0,33,4,8,788
29,1,33,8,12,788
29,0,41,8,12,1080
29,1,36,4,5,788
29,0,39,8,1,1380
29,0,39,4,2,1280
29,0,58,8,1,600
29,0,39,8,12,2180
29,0,52,4,11,1270
29,0,37,4,11,1080
29,1,63,8,12,1500
29,1,35,4,12,788
29,0,44,2,12,1000
29,0,35,4,8,1500
29,1,53,4,17,240
29,0,57,8,12,2250
29,0,35,2,12,2000
29,1,53,4,16,200
29,0,43,4,12,1300
29,1,56,8,8,500
29,0,36,4,12,1200
29,1,44,8,12,800
29,0,47,2,12,3200
29,0,56,4,16,3000
29,0,51,8,12,1500
29,1,47,8,5,788
29,0,25,4,16,2000
29,1,48,4,12,150
29,0,35,4,12,3500
29,0,40,8,9,1300
29,0,42,4,16,3500
29,0,39,8,12,1500
29,1,46,8,7,788
29,0,57,8,7,3200
29,1,32,2,12,788
29,0,58,8,9,2000
29,0,38,4,10,1016
29,0,54,8,12,3000
29,0,42,8,12,788
29,1,21,4,12,1000
29,1,63,2,5,50
29,0,38,2,12,788
29,0,50,4,12,1800
29,0,37,8,8,788
29,1,47,2,12,788
29,0,44,4,12,1600
29,1,41,4,12,788
29,1,51,4,12,788
29,1,34,4,9,320
29,0,52,4,16,1500
29,0,38,4,12,1280
29,1,55,4,6,788
29,1,47,8,9,788
29,0,44,4,5,1100
29,0,49,4,7,788
29,0,46,8,12,1300
29,0,63,4,6,900
29,1,39,4,5,788
29,1,55,4,8,900
29,1,61,8,5,1000
29,1,46,8,12,600
29,1,63,4,4,0
29,0,47,0,12,1200
29,0,55,8,16,1700
29,0,56,4,12,800
29,0,39,2,7,2000
29,0,22,8,6,750
29,0,31,8,12,1200
29,1,32,4,12,788
29,1,55,8,7,650
29,0,42,4,6,900
29,0,28,8,12,1400
29,0,62,8,12,400
29,1,54,4,6,788
29,0,56,8,6,788
29,0,32,4,9,2000
29,0,52,8,6,1500
29,0,42,8,12,788
29,0,43,8,12,1500
29,1,64,8,6,80
29,0,29,8,12,1300
29,0,42,8,12,1000
29,1,57,4,5,800
29,1,54,8,5,500
29,0,40,8,1,450
29,0,35,4,12,1800
29,0,42,2,5,840
29,1,45,8,12,700
29,0,40,8,12,1015
29,1,29,8,12,1075
29,0,32,8,12,3000
29,0,51,8,13,1100
29,0,48,4,9,1100
29,1,46,8,12,800
29,0,44,4,15,1200
29,0,36,4,12,2000
29,0,62,8,9,1100
29,0,43,4,15,1300
29,0,52,2,16,3000
29,0,28,2,16,2300
29,0,44,4,7,1000
29,0,44,4,12,1000
29,1,43,4,16,1035
29,0,43,2,12,3800
29,0,21,4,12,788
29,1,57,4,12,1500
29,0,36,8,12,1200
29,0,58,4,12,3000
29,1,47,4,8,788
29,1,51,8,15,1300
29,0,30,8,10,1100
29,1,59,8,2,788
29,1,20,8,14,600
29,0,26,8,12,788
29,0,33,8,12,1570
29,0,62,4,13,7000
29,0,28,4,9,1500
29,1,31,8,6,788
29,1,37,8,12,788
29,0,31,4,12,1700
29,1,33,8,16,1100
29,1,47,4,6,1500
29,0,51,8,12,788
29,1,34,4,14,1924
29,1,47,4,12,850
29,1,51,4,12,788
29,1,36,8,12,1000
29,1,56,4,2,700
29,1,36,4,6,680
29,0,36,8,16,3000
29,0,34,4,12,1600
29,1,55,4,6,720
29,1,39,4,12,320
29,1,50,4,12,300
29,1,31,8,12,788
29,1,77,4,1,200
29,0,49,8,16,15000
29,1,61,8,16,5500
29,1,24,4,16,2000
29,1,70,2,16,9000
29,0,52,2,16,30000
29,0,49,2,16,8000
29,1,67,2,16,1980
29,1,41,2,16,10000
29,0,51,8,8,1000
29,0,45,4,12,788
29,1,43,4,12,1200
29,1,55,8,12,750
29,1,52,2,12,788
29,1,57,2,12,5000
29,0,48,8,14,2500
29,1,38,4,12,300
29,0,25,8,9,800
29,1,51,2,16,8000
29,1,55,2,16,3800
29,1,46,2,16,3000
29,0,50,2,14,7500
29,0,53,2,16,10000
29,1,51,8,16,5000
29,0,55,2,16,10000
29,1,52,2,16,3500
29,0,64,8,16,15000
29,1,42,8,16,5000
29,1,55,8,16,3000
29,0,22,4,13,900
29,0,42,8,9,1000
29,0,55,4,12,3152
29,0,50,4,12,1200
29,0,25,4,5,788
29,1,56,4,9,788
29,1,80,4,5,200
29,0,37,4,12,1100
29,0,46,4,12,788
29,1,30,8,12,788
29,0,29,4,12,400
29,0,49,4,8,1000
29,0,50,4,8,1000
29,0,44,4,16,1000
29,0,33,4,16,1000
29,0,30,4,12,1200
29,1,52,4,5,788
29,1,43,8,13,788
29,0,48,4,14,1000
29,1,60,8,12,1000
29,0,43,4,8,1100
29,0,49,8,16,800
29,0,46,8,12,5500
29,0,36,8,14,3000
29,1,53,4,16,3200
29,1,50,8,16,10000
29,1,34,8,12,1040
29,1,42,2,12,788
29,0,71,2,15,5000
29,1,53,2,16,3800
29,1,69,4,16,5200
29,1,55,2,16,4000
29,0,37,2,12,2300
29,0,67,2,12,3000
29,1,50,8,16,11820
29,1,51,2,16,6000
29,0,60,8,16,34000
29,1,34,8,12,1040
29,0,47,4,12,1100
29,1,74,2,16,1500
29,1,51,2,16,3000
29,0,69,8,11,2000
29,1,59,2,16,4000
29,0,27,8,16,3000
29,1,52,2,14,2000
29,1,32,2,16,9000
29,0,68,2,16,34000
29,1,57,2,16,4000
29,0,64,2,16,22000
29,1,65,2,16,15000
29,1,38,4,12,1000
29,0,49,8,7,1166
29,0,40,8,1,580
29,0,49,8,12,1200
29,0,44,8,12,2500
29,1,32,4,11,788
29,1,40,4,12,788
29,0,34,4,12,788
29,0,60,4,5,1200
29,0,31,8,12,3180
29,0,35,4,9,788
29,0,48,8,12,1200
29,0,77,4,6,500
29,0,52,8,12,1221
29,0,35,4,6,500
29,0,48,2,12,4000
29,1,53,8,12,1576
29,1,53,8,12,2000
29,0,40,4,16,3000
29,1,43,8,16,8500
29,1,30,8,15,1300
29,0,47,8,16,5500
29,1,38,8,16,1500
29,1,53,2,16,3500
29,0,58,8,12,2500
29,0,34,8,11,950
29,1,36,4,11,788
29,1,61,8,12,1550
29,0,54,4,5,1000
29,0,43,4,12,1000
29,0,48,4,12,1200
29,0,28,8,12,900
29,0,53,8,5,1300
29,0,36,2,16,7500
29,0,60,8,4,1000
29,0,42,2,12,1020
29,0,55,2,12,2000
29,0,36,8,12,700
29,0,35,8,12,788
29,1,43,4,12,2300
29,0,59,2,12,1000
29,0,23,2,12,1000
29,0,58,8,7,700
29,1,38,8,5,788
29,0,27,2,12,788
29,0,29,4,10,800
29,0,45,8,4,1200
29,0,40,2,12,800
29,0,38,2,5,500
29,0,42,2,4,800
29,0,71,8,3,0
29,0,52,8,1,0
29,0,68,8,1,0
29,0,37,8,7,0
29,1,60,8,12,120
29,0,68,4,4,1000
29,0,24,4,12,1300
29,0,49,8,12,3000
29,0,43,8,9,500
29,0,35,2,12,500
29,0,42,4,11,1000
29,0,64,8,12,788
29,1,52,4,6,600
29,0,46,8,12,2300
29,0,47,2,1,1500
29,0,43,4,6,400
29,0,59,4,2,480
29,1,27,4,12,788
29,1,32,8,12,240
29,1,41,8,12,788
29,0,59,4,1,300
29,1,44,4,12,750
29,1,46,4,9,788
29,0,50,8,2,350
29,0,36,8,12,500
29,1,34,4,5,100
29,1,24,8,6,250
29,0,32,8,12,1200
29,0,35,4,12,700
29,1,41,4,11,500
29,0,51,4,9,1500
29,0,49,4,16,800
29,0,40,8,12,2370
29,0,54,8,6,1400
29,0,64,4,1,900
29,0,39,8,6,950
29,0,55,4,5,300
29,0,33,4,12,300
29,1,36,8,9,400
29,0,61,4,1,400
29,0,44,8,11,788
29,0,72,8,1,150
29,0,45,8,7,1500
29,0,40,8,1,788
29,0,32,4,9,788
29,1,46,4,1,300
29,0,33,8,5,800
29,0,29,8,7,880
29,1,37,8,9,850
29,0,30,8,11,788
29,1,29,8,12,1000
29,1,38,2,11,800
29,0,40,8,8,500
29,0,49,8,12,4000
29,0,27,2,9,394
29,0,30,8,12,3500
29,0,34,8,6,800
29,0,39,4,6,2500
29,0,56,8,12,5000
29,0,25,8,12,788
29,0,68,8,1,0
29,0,42,4,12,1200
29,0,45,8,5,788
29,0,55,4,1,200
29,0,83,8,1,150
29,1,52,8,5,210
29,0,40,8,5,800
29,0,30,8,2,788
29,0,37,8,1,350
29,0,47,8,6,550
29,0,48,2,12,3000
29,0,54,4,5,788
29,0,49,8,7,850
29,1,22,8,12,690
29,1,35,8,16,1300
29,0,33,8,9,788
29,0,22,8,12,1200
29,1,48,8,16,4386
29,0,63,8,4,500
29,0,23,4,7,800
29,1,40,2,9,250
29,1,40,2,12,120
29,0,34,8,9,1200
29,0,27,4,9,960
29,0,35,8,10,0
29,1,58,4,5,788
29,0,53,8,6,980
29,1,37,4,12,905
29,1,48,4,15,410
29,0,46,8,3,1200
29,1,51,4,4,788
29,0,44,8,10,1260
29,0,31,4,12,2400
29,1,42,4,5,120
29,0,25,8,12,940
29,1,39,4,12,520
29,0,35,8,3,785
29,1,60,4,1,788
29,1,40,8,15,1014
29,0,54,8,6,400
29,0,41,8,5,0
29,0,49,4,12,1520
29,1,31,4,3,788
29,0,42,4,12,1014
29,0,35,8,4,788
29,0,36,4,1,200
29,0,34,8,3,520
29,0,32,8,5,220
29,0,55,8,12,5000
29,0,69,8,2,1050
29,0,47,8,8,1000
29,0,31,4,8,480
29,0,66,4,1,1500
29,1,45,4,1,240
29,0,47,8,3,200
29,0,52,4,2,1200
29,0,52,4,15,2900
29,1,29,4,12,788
29,1,43,2,12,250
29,0,45,8,5,788
29,1,34,8,16,800
29,1,59,4,5,0
29,1,43,4,3,300
29,1,56,4,5,788
29,1,33,4,16,1700
29,0,59,8,11,788
29,0,36,4,16,1777
29,1,51,4,16,1200
29,0,58,8,5,0
29,0,34,8,12,1500
29,0,30,2,12,788
29,1,33,8,12,1100
29,0,26,8,12,1000
29,0,48,8,8,900
29,0,36,8,6,200
29,0,35,8,12,788
29,0,72,8,7,0
29,1,53,2,12,100
29,1,55,8,6,788
29,0,39,8,1,788
29,0,47,8,5,788
29,0,27,2,12,690
29,0,63,8,7,0
29,1,23,4,12,360
29,0,64,2,1,0
29,1,26,8,12,788
29,0,41,8,12,3500
29,0,55,2,9,300
29,0,46,8,16,3000
29,1,34,2,5,400
29,0,62,8,9,788
29,0,39,8,12,1200
29,0,50,8,7,788
29,0,63,8,1,0
29,0,38,2,3,300
29,0,48,8,5,0
29,0,45,8,3,250
29,0,31,8,6,0
29,0,57,4,2,0
29,0,33,2,10,210
29,1,64,8,1,0
29,0,68,2,1,0
29,0,46,8,1,0
29,1,33,8,12,1014
29,0,34,8,8,1500
29,1,40,4,12,400
29,1,45,4,16,2066
29,0,33,4,12,4000
29,0,41,8,8,1300
29,1,33,4,12,150
29,0,31,4,12,1300
29,0,37,8,9,500
29,0,37,8,7,200
29,1,44,8,1,200
29,0,44,8,9,2200
29,1,59,4,12,920
29,0,76,4,6,0
29,0,49,4,1,200
29,0,20,8,5,700
29,0,47,8,8,2500
29,0,23,4,7,600
29,1,26,8,12,160
29,0,49,8,5,788
29,0,39,4,11,1100
29,1,63,8,1,400
29,0,41,8,2,400
29,0,31,4,12,600
29,0,46,8,1,788
29,0,30,4,4,400
29,1,34,8,12,788
29,0,29,4,9,1200
29,1,50,2,2,788
29,1,33,4,16,1300
29,0,25,8,12,3800
29,1,45,8,12,300
29,1,54,8,10,1300
29,1,27,8,12,380
29,0,73,8,12,1576
29,0,36,8,16,2800
29,1,52,2,9,750
29,0,48,8,8,800
29,0,34,8,16,1780
29,1,50,8,9,1100
29,1,51,4,14,1550
29,0,33,8,12,3500
29,0,39,2,9,788
29,0,34,8,15,2500
29,1,58,8,1,0
29,0,66,8,1,0
29,0,59,8,1,0
29,0,61,4,1,0
29,0,24,0,9,1200
29,1,55,2,8,788
29,1,39,8,16,2800
29,0,27,2,16,4500
29,1,55,8,15,1750
29,1,41,8,16,3300
29,0,44,2,12,3000
29,0,46,8,12,1000
29,0,24,4,6,788
29,0,55,8,12,1200
29,0,29,4,10,1300
29,1,52,8,5,200
29,0,38,8,4,1000
29,0,45,2,1,2000
29,1,44,4,11,0
29,0,75,0,1,0
29,0,47,8,1,0
29,0,47,8,1,300
29,0,63,8,5,200
29,0,72,8,1,0
29,1,28,8,15,788
29,0,39,8,2,0
29,0,52,2,3,0
29,0,63,2,1,0
29,0,30,8,8,0
29,0,33,8,5,200
29,0,24,8,8,0
29,0,71,8,1,0
29,0,49,4,12,0
29,1,33,4,12,0
29,0,47,2,1,0
29,0,29,8,3,200
29,0,49,4,1,788
29,0,57,2,2,788
29,0,47,8,12,200
29,0,49,2,3,0
29,0,51,8,1,0
29,0,57,8,2,0
29,0,26,2,12,788
29,0,25,8,12,788
29,0,63,8,5,600
29,0,26,2,6,600
29,0,65,2,12,1000
29,0,53,8,6,788
29,0,65,2,1,0
29,0,43,2,1,788
29,0,35,4,12,0
29,1,32,8,12,0
29,0,73,8,1,0
29,1,42,2,6,600
29,1,42,8,3,200
29,0,35,8,6,1000
29,1,42,8,4,630
29,1,44,2,16,2100
29,0,18,8,9,430
29,0,44,4,16,750
29,0,24,2,7,150
29,0,68,8,1,200
29,0,52,8,1,300
29,0,56,8,5,1480
29,1,32,8,12,1100
29,0,74,8,7,100
29,0,39,2,5,60
29,0,39,8,8,3200
29,0,45,8,12,788
29,0,49,8,16,1000
29,0,41,8,8,788
29,0,27,8,5,788
29,0,67,8,2,200
29,1,72,2,7,0
29,1,43,8,12,788
29,1,61,8,5,0
29,0,47,4,12,2000
29,0,65,4,4,0
29,0,45,8,10,800
29,0,26,8,8,400
29,0,23,4,7,1000
29,0,44,8,1,600
29,1,37,8,9,300
29,1,35,8,12,1200
29,1,38,4,12,400
29,0,34,2,12,1500
29,0,55,8,4,500
29,0,52,2,5,350
29,0,41,8,6,940
29,1,44,8,6,788
29,0,40,4,12,1100
29,1,35,4,12,600
29,1,51,2,13,3000
29,1,37,2,9,788
29,0,46,4,13,1000
29,0,54,8,16,5900
29,0,38,4,12,1500
29,1,62,8,3,480
29,0,38,8,5,480
29,0,44,8,11,50
29,0,66,8,1,10
29,0,36,8,1,190
29,0,27,8,9,800
29,0,57,8,1,25
29,0,46,8,11,22
29,1,47,8,4,100
29,0,56,8,1,130
29,0,79,8,5,0
29,1,55,8,5,1200
29,0,61,8,1,500
29,0,40,2,12,788
29,1,41,4,14,2400
29,0,38,2,12,1200
29,0,58,0,12,3000
29,0,42,2,12,3000
29,1,36,2,11,350
29,1,49,8,15,300
29,0,26,2,12,788
29,1,34,6,5,40
29,1,36,8,1,200
29,0,40,8,1,340
29,0,42,8,1,1190
29,1,34,2,9,300
29,0,34,2,10,860
29,0,56,8,8,800
29,0,34,8,3,788
29,1,70,8,1,200
29,0,33,4,16,2500
29,1,37,8,10,788
29,1,46,8,12,788
29,1,44,4,12,1385
29,1,36,8,12,1500
29,1,27,2,12,788
29,1,58,4,16,2000
29,1,54,4,5,600
29,0,27,4,13,1191
29,0,64,4,4,740
29,0,46,8,9,1200
29,1,43,2,12,2000
29,0,34,2,12,2000
29,1,34,4,12,400
29,0,48,8,15,6000
29,1,54,8,9,788
29,0,44,4,11,2000
29,0,23,8,12,788
29,0,31,2,12,801
29,0,54,4,8,1500
29,0,40,8,8,1302
29,0,40,8,12,999
29,0,39,4,8,2500
29,1,42,4,9,1200
29,1,45,2,14,864
29,0,22,4,12,900
29,1,35,4,7,900
29,1,37,4,12,788
29,1,50,4,5,320
29,0,35,4,5,2000
29,0,50,8,12,1500
29,0,50,8,11,1200
29,0,42,4,12,1500
29,1,48,8,4,788
29,1,47,8,11,788
29,1,59,8,12,788
29,0,47,4,16,788
29,0,39,4,9,788
29,0,36,4,12,788
29,1,37,4,8,350
