cimento,escoria,cinzas,agua,super_plastificante,agg_graudo,agg_miudo,idade,fck
139.7,163.9,127.7,236.7,5.8,868.6,655.6,28,35.23
190.3,0.0,125.2,161.9,9.9,1088.1,802.6,56,38.56
331.0,170.0,0.0,195.0,8.0,811.0,802.0,28,56.61
229.7,0.0,118.2,195.2,6.1,1028.1,757.6,14,22.32
385.0,0.0,0.0,186.0,0.0,966.0,763.0,1,6.27
238.1,0.0,94.1,186.7,7.0,949.9,847.0,14,25.69
325.6,166.4,0.0,174.0,8.9,881.6,790.0,28,61.24
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91,67.8
222.4,0.0,96.7,189.3,4.5,967.1,870.3,28,24.89
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,100,47.82
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56,58.8
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7,35.1
302.0,0.0,0.0,203.0,0.0,974.0,817.0,28,21.75
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,7,15.58
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83
349.0,0.0,0.0,192.0,0.0,1056.0,809.0,3,15.87
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63
132.0,206.5,160.9,178.9,5.5,866.9,735.6,28,33.31
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3
312.7,144.7,0.0,127.3,8.0,999.7,822.2,28,44.52
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28,56.7
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85
162.0,190.0,148.0,179.0,19.0,838.0,741.0,28,33.76
310.0,0.0,0.0,192.0,0.0,970.0,850.0,180,37.33
310.0,0.0,0.0,192.0,0.0,1012.0,830.0,120,38.7
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56,73.7
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,100,53.9
153.0,145.0,113.0,178.0,8.0,1002.0,689.0,28,25.56
273.0,105.0,82.0,210.0,9.0,904.0,680.0,28,37.17
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37
116.0,173.0,0.0,192.0,0.0,909.8,891.9,7,10.09
331.0,0.0,0.0,192.0,0.0,1025.0,821.0,7,17.44
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,100,39.61
155.0,0.0,143.0,193.0,9.0,1047.0,697.0,28,12.46
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1
279.8,128.9,100.4,172.4,9.5,825.1,804.9,28,52.83
158.4,0.0,194.9,219.7,11.0,897.7,712.9,28,8.54
265.0,111.0,86.0,195.0,6.0,833.0,790.0,28,41.54
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7
146.0,173.0,0.0,182.0,3.0,986.0,817.0,28,23.74
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.61
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92
148.1,0.0,182.1,181.4,15.0,838.9,884.3,28,15.53
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91,66.6
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16
212.0,0.0,124.8,159.0,7.8,1085.4,799.5,56,45.08
148.0,0.0,137.0,158.0,16.0,1002.0,830.0,28,17.95
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4
233.8,0.0,94.6,197.9,4.6,947.0,852.2,100,34.56
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91,56.5
355.9,0.0,141.6,193.3,11.0,801.4,778.4,28,40.87
153.0,145.0,0.0,178.0,8.0,1000.0,822.0,28,19.01
318.0,0.0,126.0,210.0,6.0,861.0,737.0,28,40.06
159.1,186.7,0.0,175.6,11.3,989.6,788.9,28,32.77
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6
314.0,145.0,113.0,179.0,8.0,869.0,690.0,28,46.23
331.0,0.0,0.0,192.0,0.0,879.0,825.0,3,13.52
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05
159.0,149.0,116.0,175.0,15.0,953.0,720.0,28,27.68
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56,66.1
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,14,17.82
385.0,0.0,0.0,186.0,0.0,966.0,763.0,7,23.22
212.1,0.0,121.6,180.3,5.7,1057.6,779.3,56,34.2
194.7,0.0,100.5,165.6,7.5,1006.4,905.9,14,24.99
239.6,359.4,0.0,185.7,0.0,941.6,664.3,28,39.44
310.0,0.0,0.0,192.0,0.0,970.0,850.0,360,38.11
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6
310.0,0.0,0.0,192.0,0.0,970.0,850.0,90,34.68
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21
310.0,0.0,0.0,192.0,0.0,970.0,850.0,7,14.99
297.0,0.0,0.0,186.0,0.0,1040.0,734.0,7,30.96
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,28,15.34
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77
321.4,0.0,127.9,182.5,11.5,870.1,779.7,28,37.27
350.0,0.0,0.0,203.0,0.0,974.0,775.0,7,18.13
313.3,145.0,0.0,178.5,8.0,867.2,824.0,28,40.93
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,28,67.31
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28,59.8
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53
312.9,160.5,0.0,177.6,9.6,916.6,759.5,28,52.45
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.5
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63
143.0,169.4,142.7,190.7,8.4,967.4,643.5,28,29.73
153.0,102.0,0.0,192.0,0.0,888.0,943.1,28,17.96
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28
142.0,167.0,130.0,174.0,11.0,883.0,785.0,28,44.61
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38
133.0,200.0,0.0,192.0,0.0,927.4,839.2,90,36.59
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91,82.6
332.5,142.5,0.0,228.0,0.0,932.0,594.0,270,40.27
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85
166.1,0.0,163.3,176.5,4.5,1058.6,780.1,14,25.48
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15
200.0,133.0,0.0,192.0,0.0,965.4,806.2,7,17.17
313.0,145.0,0.0,178.0,8.0,867.0,824.0,28,44.39
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28,68.5
397.0,0.0,0.0,186.0,0.0,1040.0,734.0,28,36.94
236.0,157.0,0.0,192.0,0.0,972.6,749.1,3,13.57
141.3,212.0,0.0,203.5,0.0,971.8,748.5,90,39.66
231.8,0.0,121.6,174.0,6.7,1056.4,778.5,28,33.73
349.0,0.0,0.0,192.0,0.0,1047.0,806.0,180,41.05
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64
393.0,0.0,0.0,192.0,0.0,940.0,758.0,28,39.58
305.3,203.5,0.0,203.5,0.0,965.4,631.0,7,25.89
298.0,0.0,107.0,210.0,11.0,880.0,744.0,28,31.87
287.0,121.0,94.0,188.0,9.0,904.0,696.0,28,41.94
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28,61.8
250.2,166.8,0.0,203.5,0.0,977.6,694.1,90,47.71
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82
284.0,119.7,0.0,168.3,7.2,970.4,794.2,28,40.93
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66
350.0,0.0,0.0,203.0,0.0,974.0,775.0,180,32.72
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24
238.0,0.0,0.0,185.0,0.0,1118.0,789.0,28,17.54
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91,75.5
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02
154.0,144.0,112.0,220.0,10.0,923.0,658.0,28,16.5
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24
164.0,163.0,128.0,197.0,8.0,961.0,641.0,28,27.23
160.0,250.0,0.0,168.0,12.0,1049.0,688.0,28,39.45
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96
233.8,0.0,94.6,197.9,4.6,947.0,852.2,28,22.84
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56,80.2
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24
158.0,0.0,195.0,220.0,11.0,898.0,713.0,28,8.54
288.0,192.0,0.0,192.0,0.0,932.0,717.8,3,16.11
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,28,45.71
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,28,25.1
296.0,0.0,0.0,192.0,0.0,1085.0,765.0,90,29.39
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94
153.1,145.0,113.0,178.5,8.0,867.2,824.0,28,26.23
298.0,0.0,107.0,186.0,6.0,879.0,815.0,28,42.64
140.0,133.0,103.0,200.0,7.0,916.0,753.0,28,36.44
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21
147.0,115.0,89.0,202.0,9.0,860.0,829.0,28,19.99
288.0,192.0,0.0,192.0,0.0,932.0,717.8,7,23.52
183.9,122.6,0.0,203.5,0.0,959.2,800.0,7,10.79
203.5,305.3,0.0,203.5,0.0,963.4,630.0,3,9.56
144.8,0.0,133.6,180.8,11.1,979.5,811.5,28,13.2
141.3,212.0,0.0,203.5,0.0,971.8,748.5,7,10.39
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91
135.0,0.0,166.0,180.0,10.0,961.0,805.0,28,13.29
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3
276.4,116.0,90.3,179.6,8.9,870.1,768.3,28,44.28
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06
540.0,0.0,0.0,173.0,0.0,1125.0,613.0,7,52.61
